open,high,low,close,volume,vwap,timestamp,transactions,otc
181.99,182.76,180.17,181.18,62371161.0,181.474,2024-01-05 05:00:00,682334,
182.085,185.6,181.5,185.56,59144470.0,184.3702,2024-01-08 05:00:00,669173,
183.92,185.15,182.73,185.14,42841809.0,184.3706,2024-01-09 05:00:00,538180,
184.35,186.4,183.92,186.19,46192908.0,185.2509,2024-01-10 05:00:00,554777,
186.54,187.05,183.62,185.59,49128408.0,185.0604,2024-01-11 05:00:00,584008,
186.06,186.74,185.19,185.92,40477782.0,185.8199,2024-01-12 05:00:00,477050,
182.16,184.26,180.934,183.63,65076641.0,182.8866,2024-01-16 05:00:00,767281,
181.27,182.93,180.3,182.68,47317433.0,181.9201,2024-01-17 05:00:00,594632,
186.09,189.14,185.83,188.63,77722754.0,187.9358,2024-01-18 05:00:00,787233,
189.33,191.95,188.82,191.56,68887985.0,190.6149,2024-01-19 05:00:00,682663,
192.3,195.33,192.26,193.89,60131852.0,193.9891,2024-01-22 05:00:00,718107,
195.02,195.75,193.8299,195.18,42355590.0,194.8203,2024-01-23 05:00:00,533093,
195.42,196.38,194.34,194.5,53631316.0,195.2063,2024-01-24 05:00:00,594714,
195.22,196.2675,193.1125,194.17,54822126.0,194.7337,2024-01-25 05:00:00,644526,
194.27,194.76,191.94,192.42,44587111.0,193.1207,2024-01-26 05:00:00,534165,
192.01,192.2,189.58,191.73,47145622.0,191.2954,2024-01-29 05:00:00,599513,
190.94,191.8,187.47,188.04,55836970.0,188.7927,2024-01-30 05:00:00,690705,
187.04,187.095,184.35,184.4,55467803.0,185.3525,2024-01-31 05:00:00,679844,
183.985,186.95,183.82,186.86,64885408.0,185.5688,2024-02-01 05:00:00,820977,
179.86,187.33,179.25,185.85,102527680.0,184.744,2024-02-02 05:00:00,1108465,
188.15,189.25,185.84,187.68,69654320.0,187.6824,2024-02-05 05:00:00,804748,
186.86,189.31,186.7695,189.3,43490759.0,188.4788,2024-02-06 05:00:00,530825,
190.64,191.05,188.61,189.41,53438955.0,189.3803,2024-02-07 05:00:00,596088,
189.385,189.535,187.35,188.32,40962046.0,188.3032,2024-02-08 05:00:00,521464,
188.65,189.99,188.0,188.85,45155216.0,189.0056,2024-02-09 05:00:00,544714,
188.415,188.67,186.79,187.15,41781934.0,187.5914,2024-02-12 05:00:00,585515,
185.77,186.21,183.5128,185.04,56529529.0,185.0421,2024-02-13 05:00:00,644015,
185.32,185.53,182.44,184.15,54617917.0,183.6207,2024-02-14 05:00:00,679072,
183.55,184.49,181.35,183.86,65434496.0,182.8487,2024-02-15 05:00:00,756083,
